ip,name,country_id,city,version,error,dnssec,reliability,checked_at,created_at
206.253.194.97,ns2.pnap.net.,US,New York,,,false,1.00,2019-11-29T02:48:55Z,2009-05-15T12:54:29Z
64.94.33.33,ns2.chg.pnap.net.,US,Chicago,,,false,1.00,2019-11-29T02:48:54Z,2009-05-15T12:54:53Z
64.94.33.1,ns1.chg.pnap.net.,US,Chicago,,,false,1.00,2019-11-29T02:48:55Z,2009-05-15T12:55:44Z
4.2.2.1,a.resolvers.level3.net.,US,,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:54Z,2009-05-17T23:33:01Z
4.2.2.2,b.resolvers.Level3.net.,US,,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:55Z,2009-05-17T23:33:01Z
4.2.2.3,c.resolvers.level3.net.,US,,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:54Z,2009-05-17T23:33:01Z
4.2.2.4,d.resolvers.level3.net.,US,,Version: recursive-main/20717463,,false,0.80,2019-11-29T02:48:54Z,2009-05-17T23:33:01Z
4.2.2.5,e.resolvers.level3.net.,US,,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:55Z,2009-05-17T23:33:02Z
199.2.252.10,ns2.sprintlink.net.,US,,,,true,1.00,2019-11-29T02:48:58Z,2009-05-17T23:33:05Z
204.97.212.10,ns3.sprintlink.net.,US,,,,true,1.00,2019-11-29T02:48:58Z,2009-05-17T23:33:05Z
204.117.214.10,ns1.sprintlink.net.,US,,,,true,1.00,2019-11-29T02:48:57Z,2009-05-17T23:33:05Z
141.1.1.1,cns1.cw.net.,DE,,Version: recursive-main/16245405,,false,1.00,2019-11-29T02:48:54Z,2009-05-25T10:50:35Z
213.239.204.35,mail.lkrauss.de.,DE,Nuremberg,9.9.7-P2,,false,1.00,2019-11-29T02:48:54Z,2009-05-27T18:58:53Z
62.134.11.4,dns-muc.de.ignite.net.,GB,,,,false,0.97,2019-11-29T02:48:54Z,2009-08-07T20:40:40Z
195.182.110.132,dns-fra.de.ignite.net.,GB,,,,false,0.99,2019-11-29T02:48:54Z,2009-08-07T20:40:40Z
194.25.0.52,resolv-l.dtag.de.,DE,,DNS,,true,1.00,2019-11-29T02:48:54Z,2009-08-07T20:40:41Z
212.211.132.4,nssec02.spxs.net.,DE,,SPXS DNS SERVICES,,true,0.99,2019-11-29T02:48:54Z,2009-08-07T20:44:24Z
213.68.194.51,,DE,,PepsiCola5,,false,1.00,2019-11-29T02:48:55Z,2009-08-07T20:44:36Z
195.243.214.4,,DE,Falkensee,CocaCola23,,false,1.00,2019-11-29T02:48:54Z,2009-08-07T20:45:35Z
141.1.27.249,euro-cns1.cw.net.,DE,,Version: recursive-main/16245405,,false,1.00,2019-11-29T02:48:54Z,2009-08-07T20:45:36Z
80.237.197.14,dns03.che.dt-internet.de.,DE,,hi,,false,1.00,2019-11-29T02:48:54Z,2009-08-07T20:45:36Z
217.28.98.62,ns.leitwerk.net.,DE,Fischerbach,9.10.3-P4-Debian,,false,1.00,2019-11-29T02:48:54Z,2009-08-07T20:46:56Z
82.96.64.2,bandit.probe-networks.de.,DE,,Make my day,,false,1.00,2019-11-29T02:48:54Z,2009-08-07T20:48:25Z
82.96.65.2,trance.probe-networks.de.,DE,,Make my day,,true,0.96,2019-11-29T02:48:54Z,2009-08-07T20:48:27Z
194.25.0.60,resolv-h.dtag.de.,DE,,DNS,,true,1.00,2019-11-29T02:48:54Z,2009-08-07T20:54:19Z
193.101.111.10,cache0702.ns.eu.uu.net.,DE,,,,true,1.00,2019-11-29T02:48:55Z,2009-08-07T20:54:24Z
193.101.111.20,cache0703.ns.eu.uu.net.,DE,,,,true,1.00,2019-11-29T02:48:56Z,2009-08-07T20:54:24Z
192.76.144.66,cache0701.ns.eu.uu.net.,DE,,,,true,1.00,2019-11-29T02:48:55Z,2009-08-07T20:54:25Z
195.186.1.111,dns2.bluewin.ch.,CH,,,,true,1.00,2019-11-29T02:48:55Z,2009-08-07T21:17:17Z
209.191.129.1,ns1.nyc.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:55Z,2009-08-07T21:17:40Z
216.185.192.1,ns1.bhi.com.,US,,,,false,0.99,2019-11-29T02:48:55Z,2009-08-07T21:17:44Z
200.95.144.3,cva1.cableonline.com.mx.,MX,,9.8.1-P1,,false,0.93,2019-11-29T02:48:55Z,2009-08-07T21:17:45Z
195.186.4.111,dns4.bluewin.ch.,CH,,,,true,1.00,2019-11-29T02:48:55Z,2009-08-07T21:17:50Z
195.186.4.110,dns3.bluewin.ch.,CH,,,,true,1.00,2019-11-29T02:48:55Z,2009-08-07T21:17:52Z
64.212.106.84,dns1.jfk.gblx.net.,US,New York,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:55Z,2009-08-07T21:18:14Z
216.52.65.33,ns2.phi.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:55Z,2009-08-07T21:18:15Z
63.251.62.1,ns1.sfo.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:55Z,2009-08-07T21:18:38Z
203.89.226.24,rbs1.globalcenter.net.au.,AU,Somerton Park,,,false,1.00,2019-11-29T02:48:57Z,2009-08-07T22:47:51Z
203.89.226.26,mdbs2.globalcenter.net.au.,AU,Somerton Park,,,false,1.00,2019-11-29T02:48:57Z,2009-08-07T22:48:08Z
62.149.132.2,dns2.technorail.com.,IT,Arezzo,PowerDNS Recursor 4.1.11 (built Jan 31 2019 20:14:55 by buildbot@f923048fd7c9),,false,1.00,2019-11-29T02:48:55Z,2009-08-07T22:49:04Z
202.14.67.4,ns1.pacific.net.hk.,HK,,,,false,0.99,2019-11-29T02:48:56Z,2009-08-07T22:49:06Z
63.251.129.1,ns1.bsn.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:55Z,2009-08-07T22:49:14Z
216.52.129.1,ns1.chi.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:55Z,2009-08-07T22:49:28Z
63.251.161.33,ns2.sef.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:56Z,2009-08-07T22:49:34Z
216.147.131.33,ns1.globalsat.net.,US,,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.2,,false,0.85,2019-11-29T02:49:07Z,2009-08-07T22:50:36Z
63.251.129.33,ns2.bsn.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:56Z,2009-08-08T21:47:18Z
216.52.94.1,ns1.nym.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:55Z,2009-08-08T21:48:27Z
193.95.93.77,dns1.planettunisie.com.,TN,,[SECURED],,false,0.87,2019-11-29T02:48:56Z,2009-08-08T21:48:31Z
129.250.35.251,y.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.4,,false,1.00,2019-11-29T02:48:55Z,2009-08-08T21:49:16Z
216.194.28.33,ns1.metconnect.net.,US,Philadelphia,9.5.1-P3,,false,0.61,2019-11-29T02:48:56Z,2009-08-08T21:49:51Z
209.244.0.3,resolver1.level3.net.,US,Herndon,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:55Z,2009-08-08T21:49:52Z
209.191.129.65,ns2.nyc.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:55Z,2009-08-08T21:49:56Z
207.69.188.189,rns2.mcihispeed.net.,US,,Version: main/17458,,false,1.00,2019-11-29T02:48:59Z,2009-08-08T21:49:56Z
207.69.188.184,rns0.earthlink.net.,US,,Version: main/17458,,false,1.00,2019-11-29T02:48:56Z,2009-08-09T00:06:29Z
216.52.129.33,ns2.chi.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:56Z,2009-08-09T00:07:36Z
207.69.188.188,rns1.mcihispeed.net.,US,,Version: main/17458,,false,0.99,2019-11-29T02:48:59Z,2009-08-09T00:07:39Z
62.149.128.2,dns.technorail.com.,IT,Arezzo,PowerDNS Recursor 4.1.11 (built Jan 31 2019 20:14:55 by buildbot@f923048fd7c9),,false,1.00,2019-11-29T02:48:59Z,2009-08-09T00:08:22Z
206.253.194.65,ns1.pnap.net.,US,New York,,,false,1.00,2019-11-29T02:48:56Z,2009-08-09T00:08:42Z
194.98.65.65,cache0300.ns.eu.uu.net.,FR,Choisy-le-Roi,,,true,1.00,2019-11-29T02:48:55Z,2009-08-09T00:09:33Z
121.52.206.130,ns2.asiasoftsea.com.,SG,,9.5.2-RedHat-9.5.2-1.fc10,,false,0.98,2019-11-29T02:48:57Z,2009-08-09T00:09:50Z
62.233.128.17,szafir.futuro.pl.,PL,,9.6.1-P1,,false,0.91,2019-11-29T02:48:55Z,2009-08-09T00:09:53Z
129.250.35.250,x.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.4,,false,0.95,2019-11-29T02:48:55Z,2009-08-09T00:09:53Z
217.18.206.12,ns1.eonisp.net.,NO,Gjøvik,,,false,1.00,2019-11-29T02:48:59Z,2009-08-09T00:11:18Z
216.52.65.1,ns1.phi.pnap.net.,US,Dover,,,false,1.00,2019-11-29T02:48:56Z,2009-08-09T00:11:18Z
63.251.62.33,ns2.sfo.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:57Z,2009-08-09T21:00:41Z
216.185.192.2,ns2.bhi.com.,US,,,,false,0.99,2019-11-29T02:48:56Z,2009-08-09T21:00:43Z
217.18.206.22,ns2.eonisp.net.,NO,Gjøvik,,,false,1.00,2019-11-29T02:48:59Z,2009-08-09T21:01:36Z
209.143.0.10,primary.dns.bright.net.,US,Versailles,9.11.9,,false,0.99,2019-11-29T02:48:56Z,2009-08-09T21:02:54Z
202.130.97.66,dns2.ibn-ipv6.info.,HK,Central,[SECURED],,true,1.00,2019-11-29T02:48:58Z,2009-08-09T21:03:37Z
212.36.64.16,dns1.adam.es.,ES,Barcelona,9.10.2-P4,,false,0.97,2019-11-29T02:48:56Z,2009-08-09T21:04:07Z
168.95.192.1,hntp1.hinet.net.,TW,,,,false,1.00,2019-11-29T02:48:58Z,2009-08-09T21:04:12Z
193.22.119.195,srv-ad-01.voztelecom.net.,ES,,[Secured],,false,0.96,2019-11-29T02:48:56Z,2009-08-09T21:04:41Z
62.20.57.226,ns.onoff.se.,SE,Stockholm,9.3.4-P1,,false,0.86,2019-11-29T02:48:56Z,2009-08-09T22:56:56Z
80.244.198.5,host-198-5.wetternet.net.,SE,Jönköping,9.8.4-rpz2+rl005.12-P1,,false,1.00,2019-11-29T02:48:56Z,2009-08-09T22:57:26Z
194.1.154.37,gw.celab.se.,SE,Kungälv,Served by PowerDNS - http://www.powerdns.com,,false,0.99,2019-11-29T02:48:57Z,2009-08-09T22:57:38Z
8.8.4.4,dns.google.,US,,,,true,1.00,2019-11-29T02:48:56Z,2009-12-04T10:01:47Z
217.69.169.25,dns.sectoor.de.,DE,,,,true,0.99,2019-11-29T02:48:56Z,2009-12-28T19:08:18Z
85.88.19.10,,DE,,PowerDNS Recursor 3.5.3 $Id$,,false,1.00,2019-11-29T02:48:56Z,2010-01-18T10:38:05Z
85.88.19.11,ns3.x-ns.de.,DE,,PowerDNS Recursor 3.5.3 $Id$,,false,1.00,2019-11-29T02:48:56Z,2010-01-18T10:38:05Z
195.186.1.110,dns1.bluewin.ch.,CH,,,,true,1.00,2019-11-29T02:48:56Z,2010-04-03T19:07:49Z
213.33.99.70,res1.a1.net.,AT,Vienna,,,true,1.00,2019-11-29T02:48:56Z,2010-04-13T17:30:32Z
80.120.17.70,res2.a1.net.,AT,,,,true,1.00,2019-11-29T02:48:56Z,2010-04-13T17:31:01Z
194.2.0.50,ns-cache1.oleane.net.,FR,,,,false,1.00,2019-11-29T02:48:56Z,2010-07-29T16:29:25Z
203.112.2.4,ns01.miinet.jp.,JP,,,,false,1.00,2019-11-29T02:48:58Z,2010-07-30T09:55:45Z
66.28.0.45,res1.dns.cogentco.com.,US,Lanham,blue,,true,1.00,2019-11-29T02:48:56Z,2010-07-31T13:53:26Z
66.28.0.61,res2.dns.cogentco.com.,US,Lanham,blue,,true,1.00,2019-11-29T02:48:57Z,2010-07-31T13:53:31Z
200.221.11.100,brahms.uol.com.br.,BR,,,,true,1.00,2019-11-29T02:48:58Z,2010-07-31T19:25:10Z
74.82.42.42,ordns.he.net.,US,,PowerDNS Recursor 4.1.8 (built Nov 26 2018 13:25:18 by root@76fd702dbbb1),,true,0.76,2019-11-29T02:48:56Z,2010-08-05T03:13:35Z
216.66.80.30,tserv1.fra1.he.net.,US,,PowerDNS Recursor 4.1.8 (built Nov 26 2018 13:25:18 by root@76fd702dbbb1),,true,1.00,2019-11-29T02:48:57Z,2010-09-03T22:12:02Z
80.67.169.12,ns0.fdn.fr.,FR,,unbound 1.6.0,,true,1.00,2019-11-29T02:48:57Z,2010-12-14T14:46:47Z
80.67.169.40,ns1.fdn.org.,FR,,unbound 1.6.0,,true,1.00,2019-11-29T02:48:57Z,2010-12-14T14:46:52Z
195.214.240.136,ns-cache1.waycom.net.,FR,Boulogne-Billancourt,9.10.3-P4-Debian,,false,1.00,2019-11-29T02:48:56Z,2010-12-14T17:08:53Z
209.130.136.2,dns1.ROC.gblx.net.,US,New York,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:56Z,2010-12-23T23:45:44Z
67.17.215.132,dns1.snv.gblx.net.,CA,Victoria,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:56Z,2010-12-23T23:46:04Z
212.112.39.22,212-112-39-22.lidnet.net.,SE,Enkoeping,,,false,0.70,2019-11-29T02:48:57Z,2010-12-25T17:14:39Z
212.112.39.25,212-112-39-25.lidnet.net.,SE,Enkoeping,,,false,0.70,2019-11-29T02:48:57Z,2010-12-25T17:14:44Z
212.214.229.170,static-212.214.229.170.addr.tdcsong.se.,SE,Halmstad,1.2.7,,false,1.00,2019-11-29T02:48:57Z,2010-12-25T17:20:23Z
195.84.194.3,,SE,,,,false,1.00,2019-11-29T02:48:57Z,2010-12-26T19:08:32Z
212.97.32.2,dns1.kpnqwest.it.,IT,Casalecchio di Reno,PowerDNS Recursor 4.2.0 (built Jul 15 2019 09:03:06 by root@2c235d83316f),,false,0.99,2019-11-29T02:48:58Z,2011-01-04T08:22:58Z
194.98.65.165,cache0101.ns.eu.uu.net.,FR,Choisy-le-Roi,,,true,1.00,2019-11-29T02:48:57Z,2011-01-11T01:49:12Z
195.129.12.114,cache0600.ns.eu.uu.net.,,,,,true,1.00,2019-11-29T02:48:57Z,2011-01-11T01:49:27Z
195.129.12.83,cache0206.ns.eu.uu.net.,,,,,true,1.00,2019-11-29T02:48:57Z,2011-01-11T01:49:38Z
203.2.193.67,cache350.ns.uu.net.,AU,,,,false,1.00,2019-11-29T02:48:59Z,2011-01-11T01:51:15Z
210.80.58.66,cache300.ns.uu.net.,SG,,,,true,1.00,2019-11-29T02:48:58Z,2011-01-11T01:51:37Z
210.80.58.67,cache301.ns.uu.net.,SG,,,,true,1.00,2019-11-29T02:48:58Z,2011-01-11T01:51:47Z
165.87.201.244,nscache07.us.prserv.net.,US,,,,false,1.00,2019-11-29T02:48:57Z,2011-01-19T01:15:20Z
168.215.210.50,ns1.orng.twtelecom.net.,US,San Diego,,,false,1.00,2019-11-29T02:48:58Z,2011-01-19T01:25:17Z
212.94.34.34,ns4.zugernet.ch.,CH,,9.9.5-9+deb8u17-Debian,,true,1.00,2019-11-29T02:48:57Z,2011-01-19T01:37:58Z
216.17.128.1,ns1.frii.com.,US,Windsor,undisclosed,,false,0.95,2019-11-29T02:49:04Z,2011-01-19T01:54:12Z
204.95.160.2,,US,,,,false,0.99,2019-11-29T02:49:04Z,2011-01-21T01:23:47Z
198.60.22.2,cns1.xmission.com.,US,Salt Lake City,,,true,1.00,2019-11-29T02:48:58Z,2011-01-23T00:25:47Z
202.180.160.1,ns7.imsbiz.com.,HK,,[Secured],,false,1.00,2019-11-29T02:48:58Z,2011-01-23T00:50:18Z
203.253.64.1,,KR,,,,true,0.99,2019-11-29T02:49:18Z,2011-01-23T00:53:00Z
206.51.143.55,ns2.nktelco.net.,US,Montezuma,9.3.4-P1.1,,false,0.67,2019-11-29T02:48:58Z,2011-01-23T00:56:08Z
207.179.3.25,ns1.virtela.net.,US,,1.0.0-release,,false,0.97,2019-11-29T02:48:58Z,2011-01-23T01:12:44Z
209.97.224.3,ns2.revealsystems.net.,US,Lyons,9.10.4-P2,,false,0.99,2019-11-29T02:48:58Z,2011-01-24T02:12:22Z
212.41.2.228,ns.zgr.kts.ru.,RU,,8.4.1-REL,,false,1.00,2019-11-29T02:48:58Z,2011-01-25T00:12:57Z
212.73.128.182,ns1-2.neterra.net.,BG,,You must be joking :),,false,1.00,2019-11-29T02:48:58Z,2011-01-25T00:17:24Z
216.52.126.1,ns1.wdc002.pnap.net.,US,Rockville,,,false,1.00,2019-11-29T02:49:00Z,2011-01-25T00:25:49Z
216.52.190.33,ns2.dal.pnap.net.,US,North Richland Hills,,,false,1.00,2019-11-29T02:48:58Z,2011-01-25T00:25:55Z
216.52.41.33,ns2.den.pnap.net.,US,Federal Heights,,,false,1.00,2019-11-29T02:48:59Z,2011-01-25T00:26:00Z
216.52.97.33,ns2.ocy.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:59Z,2011-01-25T00:26:06Z
218.223.32.1,ns01.niigata-idc.ne.jp.,JP,Niigata,unknown,,false,1.00,2019-11-29T02:48:59Z,2011-01-27T00:52:48Z
64.119.80.100,ns4.nuvisions.net.,US,Brooklyn,,,false,1.00,2019-11-29T02:48:58Z,2011-01-31T00:21:01Z
64.94.1.33,ns2.acs.pnap.net.,US,Athens,,,false,1.00,2019-11-29T02:48:58Z,2011-01-31T00:22:35Z
66.199.31.131,ns3.teklinks.com.,US,Birmingham,,,true,1.00,2019-11-29T02:49:14Z,2011-01-31T00:25:21Z
69.25.1.1,ns1.mia003.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:58Z,2011-01-31T00:29:50Z
69.25.1.33,ns2.mia003.pnap.net.,US,,,,false,1.00,2019-11-29T02:48:59Z,2011-01-31T00:29:50Z
79.141.83.250,ns3.ntd.ch.,CH,,9.10.3-P4-Debian,,true,0.96,2019-11-29T02:48:58Z,2011-01-31T00:37:10Z
2001:4860:4860::8888,dns.google.,US,,,,true,1.00,2019-11-29T02:48:58Z,2013-01-04T02:01:04Z
2001:450:2005:1::4,dns1.lon.gblx.net.,US,,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:59Z,2013-01-04T03:19:25Z
2600::2,ns2.sprintlink.net.,US,,,,true,1.00,2019-11-29T02:49:01Z,2013-01-04T03:19:37Z
2600::1,ns1.sprintlink.net.,US,,,,true,1.00,2019-11-29T02:49:01Z,2013-01-04T03:19:38Z
2001:1bc0::ffff:bbbb:2,ns2.probe-networks.de.,DE,,Make my day,,false,1.00,2019-11-29T02:48:58Z,2013-01-04T03:20:03Z
2001:1bc0::ffff:aaaa:2,trance.probe-networks.de.,DE,,Make my day,,true,0.96,2019-11-29T02:48:58Z,2013-01-04T03:20:04Z
2001:418:3ff::1:53,y.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.4,,false,1.00,2019-11-29T02:48:58Z,2013-01-04T03:23:07Z
2001:450:2005:3::5,dns2.roc.gblx.net.,US,,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:58Z,2013-01-04T03:23:08Z
2001:418:3ff::53,x.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.4,,false,1.00,2019-11-29T02:48:58Z,2013-01-04T03:23:26Z
2001:4860:4860::8844,dns.google.,US,,,,true,1.00,2019-11-29T02:48:58Z,2013-01-04T03:24:28Z
2001:470:0:69::2,tserv1.fra1.he.net.,US,,PowerDNS Recursor 4.1.8 (built Nov 26 2018 13:25:18 by root@76fd702dbbb1),,true,1.00,2019-11-29T02:48:58Z,2013-01-04T03:24:44Z
2001:910:800::12,leia.fdn.org.,FR,,unbound 1.6.0,,true,1.00,2019-11-29T02:48:58Z,2013-01-04T03:24:46Z
2001:910:800::40,ns1.fdn.org.,FR,,unbound 1.6.0,,true,1.00,2019-11-29T02:48:58Z,2013-01-04T03:24:46Z
2001:450:2005:2::5,dns2.phx.gblx.net.,US,,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:58Z,2013-01-04T03:24:47Z
2001:450:2005:2::4,dns1.phx.gblx.net.,US,,Version: recursive-main/20717463,,false,1.00,2019-11-29T02:48:58Z,2013-01-04T03:24:51Z
2a02:2178:1:2::2,rickhunter.ns.ielo.net.,FR,,9.5.1-P3,,false,1.00,2019-11-29T02:48:58Z,2013-01-04T03:25:39Z
2001:4f8:0:2::14,or.isc.org.,US,,9.14.1,,true,1.00,2019-11-29T02:48:59Z,2013-01-07T23:53:46Z
12.127.16.67,rmtu.mt.rs.els-gms.att.net.,US,Union City,,,false,1.00,2019-11-29T02:48:59Z,2013-01-30T17:01:54Z
12.127.17.71,dns-rs1.bgtmo.ip.att.net.,US,Union City,,,false,1.00,2019-11-29T02:48:59Z,2013-01-30T17:01:54Z
61.63.0.66,ns1.kbtelecom.net.tw.,TW,," ",,false,0.67,2019-11-29T02:49:01Z,2013-01-30T17:08:26Z
61.8.0.113,ns4.pacific.net.au.,AU,,,,false,1.00,2019-11-29T02:49:01Z,2013-01-30T17:08:27Z
62.40.32.33,dns1.o2.ie.,IE,Dublin,O2 Ireland DNS,,false,0.89,2019-11-29T02:48:59Z,2013-01-30T17:11:05Z
64.119.60.5,ns1.speednet-dns.com.,US,,9.9.5-3ubuntu0.19-Ubuntu,,false,0.93,2019-11-29T02:48:59Z,2013-01-30T17:12:51Z
64.119.60.9,ns2.speednet-dns.com.,US,,9.9.5-3ubuntu0.19-Ubuntu,,false,0.94,2019-11-29T02:48:59Z,2013-01-30T17:12:51Z
66.151.145.1,ns1.sje.pnap.net.,US,San Jose,,,false,1.00,2019-11-29T02:49:01Z,2013-01-30T17:17:05Z
66.242.160.5,rdns-a.modesto.net.,US,,9.9.5-3ubuntu0.18-Ubuntu,,true,1.00,2019-11-29T02:49:00Z,2013-01-30T17:17:54Z
66.51.206.100,dns2.dslextreme.com.,US,Los Angeles,9.11.3-1ubuntu1.11-Ubuntu,,true,0.93,2019-11-29T02:49:00Z,2013-01-30T17:18:26Z
69.60.160.196,Edelta.DADNS.america.net.,US,,9.10.2-P3,,false,1.00,2019-11-29T02:49:00Z,2013-01-30T17:21:01Z
69.7.192.2,ns2.cimcoisp.net.,US,,9.8.2rc1-RedHat-9.8.2-0.30.rc1.el6_6.2,,false,0.77,2019-11-29T02:48:59Z,2013-01-30T17:21:03Z
82.151.90.1,bow.mauritel.mr.,MR,,,,false,0.85,2019-11-29T02:48:59Z,2013-01-30T17:24:58Z
83.143.8.249,,NG,,3.0.76-0.11-xen,,false,1.00,2019-11-29T02:49:00Z,2013-01-30T17:25:38Z
85.119.136.158,85-119-136-158.telio.no.,NO,,9.2.4,,false,0.77,2019-11-29T02:48:59Z,2013-01-30T17:26:18Z
139.130.4.4,uneeda.telstra.net.,AU,Broome,unknown,,false,1.00,2019-11-29T02:49:01Z,2013-01-30T17:32:07Z
142.103.1.1,dns3.ubc.ca.,CA,Vancouver,none,,false,1.00,2019-11-29T02:49:00Z,2013-01-30T17:32:40Z
148.233.151.8,,MX,,Nominum Vantio CacheServe 7.3.0.2,,false,1.00,2019-11-29T02:49:01Z,2013-01-30T17:34:09Z
158.43.128.1,cache0002.ns.eu.uu.net.,GB,,,,true,1.00,2019-11-29T02:48:59Z,2013-01-30T17:35:20Z
158.43.192.1,cache0003.ns.eu.uu.net.,GB,,,,true,1.00,2019-11-29T02:48:59Z,2013-01-30T17:35:21Z
158.43.240.3,cache0005a.ns.eu.uu.net.,GB,,,,true,1.00,2019-11-29T02:48:59Z,2013-01-30T17:35:21Z
168.126.63.1,kns.kornet.net.,KR,,,,false,0.99,2019-11-29T02:49:08Z,2013-01-30T17:36:26Z
168.126.63.2,kns2.kornet.net.,KR,,Unkown,,false,0.97,2019-11-29T02:49:01Z,2013-01-30T17:36:27Z
168.95.1.1,dns.hinet.net.,TW,,,,false,0.99,2019-11-29T02:49:01Z,2013-01-30T17:36:46Z
170.56.58.53,nserver1.khis.de.,US,,9.11.4-P2-RedHat-9.11.4-9.P2.el7,,true,1.00,2019-11-29T02:48:59Z,2013-01-30T17:36:59Z
193.226.61.1,tag.euroweb.ro.,RO,Bucharest,,,false,0.97,2019-11-29T02:49:00Z,2013-01-30T17:40:33Z
